id,title,recordLink,media,freetext,indexedStructured,creditLine,date,notes,physicalDescription,object_type,topic
ld1-1726224333315-1726224336198-0,Black pillbox hat with veil and pom poms,https://nmaahc.si.edu/object/nmaahc_2007.3.402,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_402_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_402_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_402_003']","{'creditLine': ['Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane'], 'date': ['1950s'], 'name': ['Unidentified', 'Black Fashion Museum, American, 1979 - 2007'], 'notes': ['A black pillbox hat with a net veil and pom poms. The body of the hat is made of two separate pieces of black wool felt with the top of the crown stitched along the sides of the crown. Three circular black plastic buttons are sewn to the center front of the hat. Self-fabric fringe synthetic pom poms are attached to the proper left and right sides of the hat. Nylon net is tacked down to the top of the crown at the center back. The hat band at the back of the hat is made of metal wire encased in black wool felt. It is attached to the hat along the sides of the crown. The interior of the hat has black buckram and a petersham ribbon is machine and hand stitched along the inner circumference.'], 'physicalDescription': ['wool felt, synthetic fiber, nylon net, buckram, petersham rayon ribbon, metal wire, and plastic', 'H x W x D: 2 × 9 1/2 × 8 1/2 in. (5.1 × 24.1 × 21.6 cm)', 'H x W x D (with band extended): 6 3/4 × 9 1/2 in. (17.1 × 24.1 cm)']}","{'date': ['1950s'], 'object_type': ['Hats'], 'topic': ['Millinery', 'Clothing and dress', 'Fashion']}","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1950s,A black pillbox hat with a net veil and pom poms. The body of the hat is made of two separate pieces of black wool felt with the top of the crown stitched along the sides of the crown. Three circular black plastic buttons are sewn to the center front of the hat. Self-fabric fringe synthetic pom poms are attached to the proper left and right sides of the hat. Nylon net is tacked down to the top of the crown at the center back. The hat band at the back of the hat is made of metal wire encased in black wool felt. It is attached to the hat along the sides of the crown. The interior of the hat has black buckram and a petersham ribbon is machine and hand stitched along the inner circumference.,"wool felt, synthetic fiber, nylon net, buckram, petersham rayon ribbon, metal wire, and plastic",Hats,Millinery
ld1-1726224333315-1726224336213-0,Black pillbox hat with round interlocking panels,https://nmaahc.si.edu/object/nmaahc_2007.3.426,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_426_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_426_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_426_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_426_005']","{'creditLine': ['Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane'], 'date': ['ca. 1960'], 'name': [""Macy's Little Shop, American"", 'Black Fashion Museum, American, 1979 - 2007'], 'notes': ['A black pillbox hat with abstracted round interlocking panels. The hat is made of a buckram understructure while the exterior is covered in a black silk velvet. The hat is made of three separate pieces of fabric for the top of the crown, sides of the crown, and the brim which are all machine stitched together. The brim folds upwards the proper left side of the hat and continues to the back of the hat. On the proper right side, the two ends of the brim curve upwards and interlock creating a structured abstract decorative element. The edges of the hat are bound with black petersham ribbon. The inside of the hat is lined with a silk synthetic taffeta. There is a black petersham ribbon sweatband sewn at the interior. Three stitches of white cotton thread form a star on the sweatband which marks the center front of the hat. A silk satin label is placed on the inside of the hat at the center back which reads [Macy’s Little Shop].'], 'physicalDescription': ['silk velvet, silk synthetic taffeta, buckram, and petersham ribbon', 'H x W x D x C: 4 3/4 × 9 × 8 3/4 × 20 in. (12.1 × 22.9 × 22.2 × 50.8 cm)'], 'place': ['New York City, New York, United States, North and Central America']}","{'date': ['1960s', '1950s'], 'object_type': ['Hats'], 'topic': ['Millinery', 'Clothing and dress', 'Fashion']}","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A black pillbox hat with abstracted round interlocking panels. The hat is made of a buckram understructure while the exterior is covered in a black silk velvet. The hat is made of three separate pieces of fabric for the top of the crown, sides of the crown, and the brim which are all machine stitched together. The brim folds upwards the proper left side of the hat and continues to the back of the hat. On the proper right side, the two ends of the brim curve upwards and interlock creating a structured abstract decorative element. The edges of the hat are bound with black petersham ribbon. The inside of the hat is lined with a silk synthetic taffeta. There is a black petersham ribbon sweatband sewn at the interior. Three stitches of white cotton thread form a star on the sweatband which marks the center front of the hat. A silk satin label is placed on the inside of the hat at the center back which reads [Macy’s Little Shop].","silk velvet, silk synthetic taffeta, buckram, and petersham ribbon",Hats,Millinery
ld1-1726224333315-1726224336206-1,Black derby hat with cream bow,https://nmaahc.si.edu/object/nmaahc_2007.3.415,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_415_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_415_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_415_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_415_005']","{'creditLine': ['Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane'], 'date': ['1960s'], 'name': ['Merrimac Hat Company, American, 1838 - 1970', 'Black Fashion Museum, American, 1979 - 2007'], 'notes': [""A black derby hat with a cream hat band and bow. The black felt and velour hat has a rounded crown at the top and a short brim with rounded edges. The brim is folded up in the front. There is a black grosgrain ribbon hat band around the base of the crown. A cream-colored vinyl ribbon is placed at the center back of the hat. A piece of black ribbon is placed under the center knot of the bow. A metal wire is inserted around brim edge hidden by the inside fold. A black grosgrain ribbon is machine stitched at the hat's inner circumference. There is a stamp on the interior of the hat at the top of the crown. The stamp is white and blue and in the shape of a peach, the text reads [UNION MADE Peachbloom Velour MERRIMAC BODY MADE ON IMPORTED FUR UHC & MWIU].""], 'physicalDescription': ['fur felt, velour, vinyl, grosgrain ribbon, metal wire, and adhesive', 'H x W x D x C: 5 1/4 × 8 1/4 × 10 1/2 × 20 1/4 in. (13.3 × 21 × 26.7 × 51.4 cm)'], 'place': ['Amesbury, Massachusetts, United States, North and Central America']}","{'date': ['1960s'], 'object_type': ['Hats'], 'topic': ['Millinery', 'Clothing and dress', 'Fashion']}","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A black derby hat with a cream hat band and bow. The black felt and velour hat has a rounded crown at the top and a short brim with rounded edges. The brim is folded up in the front. There is a black grosgrain ribbon hat band around the base of the crown. A cream-colored vinyl ribbon is placed at the center back of the hat. A piece of black ribbon is placed under the center knot of the bow. A metal wire is inserted around brim edge hidden by the inside fold. A black grosgrain ribbon is machine stitched at the hat's inner circumference. There is a stamp on the interior of the hat at the top of the crown. The stamp is white and blue and in the shape of a peach, the text reads [UNION MADE Peachbloom Velour MERRIMAC BODY MADE ON IMPORTED FUR UHC & MWIU].","fur felt, velour, vinyl, grosgrain ribbon, metal wire, and adhesive",Hats,Millinery
ld1-1643399625297-1643399692002-0,Abraham Lincoln's Top Hat,,['https://ids.si.edu/ids/deliveryService?id=NMAH-95-5528-000002'],"{'date': ['mid 19th century'], 'name': ['Lincoln, Abraham', 'Davis, J. Y.'], 'notes': ['At six feet four inches tall, Lincoln towered over most of his contemporaries. He chose to stand out even more by wearing high top hats. He acquired this hat from J. Y. Davis, a Washington hat maker. Lincoln had the black silk mourning band added in remembrance of his son Willie. No one knows when he obtained the hat, or how often he wore it. The last time he put it on was to go to Ford’s Theatre on April 14, 1865.', 'After Lincoln’s assassination, the War Department preserved his hat and other material left at Ford’s Theatre. With permission from Mary Lincoln, the department gave the hat to the Patent Office, which, in 1867, transferred it to the Smithsonian Institution. Joseph Henry, the Secretary of the Smithsonian, ordered his staff not to exhibit the hat “under any circumstance, and not to mention the matter to any one, on account of there being so much excitement at the time.” It was immediately placed in a basement storage room.', 'The American public did not see the hat again until 1893, when the Smithsonian lent it to an exhibition hosted by the Lincoln Memorial Association. Today it is one of the Institution’s most treasured objects.', 'Transfer from the War Department with permission from Mary Lincoln, 1867'], 'physicalDescription': ['silk (overall material)', 'overall: 7 in x 10 3/8 in x 12 in; 17.78 cm x 26.35504 cm x 30.48 cm'], 'place': ['United States: District of Columbia, Washington', ""United States: District of Columbia, Ford's Theater""]}","{'date': ['1900s'], 'object_type': ['Hats', 'Top hats'], 'topic': ['Government', 'Social reformers', 'National Treasures exhibit', 'Clothing and dress', 'Assassination', 'Dress accessories', 'Politics', 'Presidents']}",,1900s,"At six feet four inches tall, Lincoln towered over most of his contemporaries. He chose to stand out even more by wearing high top hats. He acquired this hat from J. Y. Davis, a Washington hat maker. Lincoln had the black silk mourning band added in remembrance of his son Willie. No one knows when he obtained the hat, or how often he wore it. The last time he put it on was to go to Ford’s Theatre on April 14, 1865.",silk (overall material),Hats,Government
ld1-1643399134763-1643399189234-0,Washington Fire Company Parade Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05219', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05220', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05221', 'https://ids.si.edu/ids/deliveryService?id=NMAH-2007-15116']","{'creditLine': ['Gift of CIGNA Museum and Art Collection'], 'date': ['1810-1860'], 'name': ['Washington Fire Company', 'Washington, George', 'unknown'], 'notes': ['Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.', 'Fire companies could not choose a better figure to represent their patriotism and self-sacrifice than George Washington. He was the most well-known figure of the Early Republic and was associated with all the positive qualities of the young country. Since so many companies chose to honor Washington in their imagery, it is difficult to know which company produced this fire hat. It is a particularly elaborate hat with Washington\'s image, with flags and banners flanking the portrait, and a drum and cannon included at the base. The back of the hat features a painted image of wooden fire hydrant in gold flanked by the initials “FA"". This was the logo of the Fire Association of Philadelphia, founded by a group of eleven volunteer engine companies and five volunteer hose companies in 1817. Washington Fire Company No. 1 of the Frankford section of Philadelphia was a member of the Fire Association, so it is possible the hat belonged to one of the members of that company.', 'Currently not on view'], 'physicalDescription': ['painted (overall production method/technique)', 'paint (overall material)', 'pressed felt (overall material)', 'overall: 13 1/8 in x 11 3/4 in x 6 1/2 in; 33.3375 cm x 29.845 cm x 16.51 cm'], 'place': ['United States', 'United States: Pennsylvania, Philadelphia', 'United States: Pennsylvania, Philadelphia']}","{'date': ['1860s'], 'object_type': ['Fire hats'], 'topic': ['Art', 'Hydrants', 'Social life and customs', 'Clothing and dress', 'Dress accessories', 'Family', 'Flags', 'Fraternal Associations', 'Artifact Walls exhibit', 'Fire Fighting']}",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art
ld1-1726224333315-1726224336203-0,Dark brown fur hat,https://nmaahc.si.edu/object/nmaahc_2007.3.410,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_410_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_410_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_410_003']","{'creditLine': ['Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane'], 'date': ['1960s'], 'name': ['Unidentified', 'Black Fashion Museum, American, 1979 - 2007'], 'notes': ['A dark brown fur toque hat. The hat is made of two pieces of fur stitched together, one for the top of the crown and another for the side of the hat. A vertical seam is seen at the center back of the hat. The hat has a high flat crown with no brim. The interior of the hat is lined in black synthetic satin. Along the edge of the hat there is a doubled bias-cut strip of fabric and a black rayon petersham ribbon sewn to the interior at the edge of the crown.'], 'physicalDescription': ['fur, synthetic satin, and rayon petersham ribbon', 'H x W x D x C: 8 1/2 × 9 1/2 × 10 × 21 1/2 in. (21.6 × 24.1 × 25.4 × 54.6 cm)']}","{'date': ['1960s'], 'object_type': ['Hats', 'toques'], 'topic': ['Millinery', 'Clothing and dress', 'Fashion']}","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A dark brown fur toque hat. The hat is made of two pieces of fur stitched together, one for the top of the crown and another for the side of the hat. A vertical seam is seen at the center back of the hat. The hat has a high flat crown with no brim. The interior of the hat is lined in black synthetic satin. Along the edge of the hat there is a doubled bias-cut strip of fabric and a black rayon petersham ribbon sewn to the interior at the edge of the crown.","fur, synthetic satin, and rayon petersham ribbon",Hats,Millinery
ld1-1643399134763-1643399189150-0,Diligent Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05049', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05050', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05051']","{'creditLine': ['Gift of CIGNA Museum and Art Collection'], 'date': ['1820-1860'], 'name': ['unknown'], 'notes': ['Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.', 'This fire hat belonged to a member of the Diligent Hose Company No. 13 of Philadelphia, Pennsylvania. Founded in 1820, the hose company operated until 1871 when Philadelphia’s paid firefighting department was established. The Diligent Hose Company chose a beehive as their primary icon. It has been a symbol of industry, hard work, and cooperation used by many different groups. The beehive, along with their name of Diligent, implies that the members persistently worked together to serve the community in their role as firemen. Although the beehive and five-pointed star are also Masonic symbols, that does not necessarily link company members to the society. Many Masonic emblems were well known and used by other organizations in the Early Republic.', 'Currently not on view'], 'physicalDescription': ['maroon (overall color)', 'green (underbrim color)', 'gold (decoration; trim color)', 'red (lettering color)', 'painted (overall production method/technique)', 'pressed felt (overall material)', 'paint (overall material)', 'overall: 6 in x 11 3/4 in x 13 1/8 in; 15.24 cm x 29.845 cm x 33.3375 cm'], 'place': ['United States']}","{'date': ['1860s'], 'object_type': ['Fire hats'], 'topic': ['Art', 'Social life and customs', 'Stars', 'Clothing and dress', 'Dress accessories', 'Family', 'Fraternal Associations', 'Bees', 'Artifact Walls exhibit', 'Fire Fighting']}",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",maroon (overall color),Fire hats,Art
ld1-1726224333315-1726224336202-0,Brown velvet hat with leaves and bow,https://nmaahc.si.edu/object/nmaahc_2007.3.408,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_408_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_408_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_408_003']","{'creditLine': ['Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane'], 'date': ['ca. 1930'], 'name': ['Unidentified', 'Black Fashion Museum, American, 1979 - 2007'], 'notes': ['A brown velvet hat with a bow and leaves. The exterior of the hat is made of brown silk velvet cut on the bias. The crown of the hat is rounded and loosely fitted to the head. At the sides of the crown the brown velvet is decoratively gathered and stitched. Decorative stitches in orange thread in swirling patterns are seen on the front, left, and right sides of the hat. Seven appliqued leaves applied to the brim are made of silk and silk velvet with gold metallic thread. The backside of the leaves are covered with cotton fabric. An appliqued bow made of dark yellow silk grosgrain ribbon is stitched to the center back of the hat with metallic thread. The brim of the hat is longer at the sides and tapers inwards at the center front and back. Wire is applied to the edge of the brim. The hat is lined with brown silk on the bias and cording is placed at the interior where the crown of the hat meets the brim.'], 'physicalDescription': ['silk velvet, silk, cotton, metallic thread, cord, silk grosgrain ribbon, and metal wire', 'H x W x D x C: 4 × 11 1/4 × 11 1/2 × 21 in. (10.2 × 28.6 × 29.2 × 53.3 cm)']}","{'date': ['1920s', '1930s'], 'object_type': ['Hats'], 'topic': ['Millinery', 'Clothing and dress', 'Fashion']}","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1920s,"A brown velvet hat with a bow and leaves. The exterior of the hat is made of brown silk velvet cut on the bias. The crown of the hat is rounded and loosely fitted to the head. At the sides of the crown the brown velvet is decoratively gathered and stitched. Decorative stitches in orange thread in swirling patterns are seen on the front, left, and right sides of the hat. Seven appliqued leaves applied to the brim are made of silk and silk velvet with gold metallic thread. The backside of the leaves are covered with cotton fabric. An appliqued bow made of dark yellow silk grosgrain ribbon is stitched to the center back of the hat with metallic thread. The brim of the hat is longer at the sides and tapers inwards at the center front and back. Wire is applied to the edge of the brim. The hat is lined with brown silk on the bias and cording is placed at the interior where the crown of the hat meets the brim.","silk velvet, silk, cotton, metallic thread, cord, silk grosgrain ribbon, and metal wire",Hats,Millinery
ld1-1726224333315-1726224336200-0,Cream wool top hat,https://nmaahc.si.edu/object/nmaahc_2007.3.405,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_006']","{'creditLine': ['Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane'], 'date': ['ca. 1980'], 'name': ['Unidentified', 'Black Fashion Museum, American, 1979 - 2007'], 'notes': ['A cream wool felt top hat with cream silk ribbon trim. The crown of the hat is flat and slightly indented at the center. A white silk grosgrain ribbon hat band encircles the base of the crown. It is attached with hand stitches and has a decorative bow on the proper left side. The hat’s brim is upturned at the edges, slightly more on the proper right and left sides. White grosgrain ribbon binding is added to the edge of the brim with machine stitching. On the inside of the hat a black vinyl band is machine stitched around the inner circumference. At the center back of the hat there is a paper label that reads [MEDIUM WPL 4384 Made in U.S.A. 100% wool] in black ink. At the top of the crown there is a stamped label that reads [MADE IN U.S.A. MICROFELT QUALITY].'], 'physicalDescription': ['wool felt, silk, synthetic fiber, and vinyl', 'H x W x D x C: 5 1/2 × 9 1/2 × 13 × 22 1/4 in. (14 × 24.1 × 33 × 56.5 cm)']}","{'date': ['1980s', '1970s'], 'object_type': ['Hats', 'Top hats'], 'topic': ['Millinery', 'Clothing and dress', 'Fashion']}","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1980s,"A cream wool felt top hat with cream silk ribbon trim. The crown of the hat is flat and slightly indented at the center. A white silk grosgrain ribbon hat band encircles the base of the crown. It is attached with hand stitches and has a decorative bow on the proper left side. The hat’s brim is upturned at the edges, slightly more on the proper right and left sides. White grosgrain ribbon binding is added to the edge of the brim with machine stitching. On the inside of the hat a black vinyl band is machine stitched around the inner circumference. At the center back of the hat there is a paper label that reads [MEDIUM WPL 4384 Made in U.S.A. 100% wool] in black ink. At the top of the crown there is a stamped label that reads [MADE IN U.S.A. MICROFELT QUALITY].","wool felt, silk, synthetic fiber, and vinyl",Hats,Millinery
ld1-1643399134763-1643399189201-0,Northern Liberty Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05152', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05153', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05154']","{'creditLine': ['Gift of CIGNA Museum and Art Collection'], 'date': ['1835-1860'], 'name': ['Northern Liberty Hose Company No. 4', 'unknown'], 'notes': ['Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.', 'The artistry on this Northern Liberty Hose Company hat combines a number of patriotic emblems. The female figure, an allegorical image of Liberty, is a personification of the United States. In her left hand, she holds a pole with a red liberty cap on top. The liberty cap was originally a Roman symbol given to freed slaves. It became an internationally known symbol of the American Revolution when colonists carried them atop poles in parades and rallies. This fire hat was used by a member of the Northern Liberty Hose Company No. 16 of Philadelphia, Pennsylvania, organized in 1828. Also known as Northern Liberty Hose Company No. 4, it operated as a hose company in the Northern Liberty section of Philadelphia. It acquired a steam fire engine in 1859 and changed its name to the Northern Liberty Hose and Steam Fire Engine Company No. 4. It operated until 1871 when Philadelphia’s paid firefighting department was established.', 'Currently not on view'], 'physicalDescription': ['pressed felt (overall material)', 'painted (overall production method/technique)', 'paint (overall material)', 'overall: 5 3/4 in x 12 1/2 in x 12 1/2 in; 14.605 cm x 31.75 cm x 31.75 cm'], 'place': ['United States']}","{'date': ['1860s'], 'object_type': ['Fire hats'], 'topic': ['Art', 'Social life and customs', 'Clothing and dress', 'Dress accessories', 'Family', 'Liberty', 'Fraternal Associations', 'Shields', 'Artifact Walls exhibit', 'Fire Fighting']}",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",pressed felt (overall material),Fire hats,Art
ld1-1726224333315-1726224336218-0,Pink hat with feathers and rhinestones,https://nmaahc.si.edu/object/nmaahc_2007.3.439,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_006']","{'creditLine': ['Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane'], 'date': ['ca. 1960'], 'name': ['Pinehurst, American', 'Black Fashion Museum, American, 1979 - 2007'], 'notes': ['A pale pink hat with feathers and rhinestones. The hat is made of one piece of blocked wool felt. The hat fits closely to the head and has no brim. The construction of the hat is asymmetrical as there is a crease on the proper left side of the hat. Pink feathers decorate the front of the hat at the proper right side. These feathers are adhered and stitched to brushed flannel that is hand stitched to the hat. There are six rhinestones interspersed amongst the feathers attached with adhesive. The inside of the hat is unlined. The edge of the hat is folded to the interior and secured with a machine stitched wide black grosgrain ribbon sweat band. There is a label on the center back of the hat along the interior grosgrain ribbon that reads [Pinehurst NEW YORK].'], 'physicalDescription': ['wool felt, flannel, feathers, plastic rhinestones, grosgrain ribbon, metal, and adhesive', 'H x W x D x C: 4 1/4 × 6 1/2 × 9 1/2 × 21 in. (10.8 × 16.5 × 24.1 × 53.3 cm)'], 'place': ['New York City, New York, United States, North and Central America']}","{'date': ['1960s', '1950s'], 'object_type': ['Hats'], 'topic': ['Millinery', 'Clothing and dress', 'Fashion']}","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,A pale pink hat with feathers and rhinestones. The hat is made of one piece of blocked wool felt. The hat fits closely to the head and has no brim. The construction of the hat is asymmetrical as there is a crease on the proper left side of the hat. Pink feathers decorate the front of the hat at the proper right side. These feathers are adhered and stitched to brushed flannel that is hand stitched to the hat. There are six rhinestones interspersed amongst the feathers attached with adhesive. The inside of the hat is unlined. The edge of the hat is folded to the interior and secured with a machine stitched wide black grosgrain ribbon sweat band. There is a label on the center back of the hat along the interior grosgrain ribbon that reads [Pinehurst NEW YORK].,"wool felt, flannel, feathers, plastic rhinestones, grosgrain ribbon, metal, and adhesive",Hats,Millinery
