id,title,recordLink,media,creditLine,date,notes,physicalDescription,object_type,topic,processed_text,merged_text,cluster_num,cluster_score
ld1-1643399134763-1643399189249-0,Good Intent Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05247', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05248', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05249']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",paint (overall material),Fire hats,Art,beginning late 18th century volunteer fire fighters began wear hats painted company name identify chaotic fire scenes 19th century fire hats became ornate portraits historical figures patriotic scenes allegorical images company icons painted alongside company name motto founding date made pressed felt hats primarily used philadelphia nearby cities baltimore washington adopted well fire hats personal items owner initials often painted top hat hats worn fires colloquially known parade fire companies commonly marched many parades period ornate hats contributed visual culture day distinguishing features company regalia often proclaimed members cultural political identity well position contested topics work religion immigration,"Good Intent Fire Hat Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration. paint (overall material) Fire hats Art",2,0.37
ld1-1643399134763-1643399189238-0,William Penn Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05228', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05229']",Gift of CIGNA Museum and Art Collection,1830s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.","fabric, pressed felt (overall material)",Fire hats,Art,beginning late 18th century volunteer fire fighters began wear hats painted company name identify chaotic fire scenes 19th century fire hats became ornate portraits historical figures patriotic scenes allegorical images company icons painted alongside company name motto founding date made pressed felt hats primarily used philadelphia nearby cities baltimore washington adopted well fire hats personal items owner initials often painted top hat hats worn fires colloquially known parade fire companies commonly marched many parades period ornate hats contributed visual culture day distinguishing features company regalia often proclaimed members cultural political identity well position contested topics work religion immigration,"William Penn Hose Company Fire Hat Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration. fabric, pressed felt (overall material) Fire hats Art",2,0.35
ld1-1643399134763-1643399189181-0,Hope Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05109', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05110']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art,beginning late 18th century volunteer fire fighters began wear hats painted company name identify chaotic fire scenes 19th century fire hats became ornate portraits historical figures patriotic scenes allegorical images company icons painted alongside company name motto founding date made pressed felt hats primarily used philadelphia nearby cities baltimore washington adopted well fire hats personal items owner initials often painted top hat hats worn fires colloquially known parade fire companies commonly marched many parades period ornate hats contributed visual culture day distinguishing features company regalia often proclaimed members cultural political identity well position contested topics work religion immigration,"Hope Hose Company Fire Hat Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration. painted (overall production method/technique) Fire hats Art",2,0.2
ld1-1643399134763-1643399189216-0,Taylor Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05187', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05188', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05189']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art,beginning late 18th century volunteer fire fighters began wear hats painted company name identify chaotic fire scenes 19th century fire hats became ornate portraits historical figures patriotic scenes allegorical images company icons painted alongside company name motto founding date made pressed felt hats primarily used philadelphia nearby cities baltimore washington adopted well fire hats personal items owner initials often painted top hat hats worn fires colloquially known parade fire companies commonly marched many parades period ornate hats contributed visual culture day distinguishing features company regalia often proclaimed members cultural political identity well position contested topics work religion immigration,"Taylor Hose Company Fire Hat Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration. painted (overall production method/technique) Fire hats Art",2,0.24
ld1-1643399134763-1643399189208-0,Pennsylvania Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05167', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05168', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05169']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.","fabric, pressed felt (overall material)",Fire hats,Art,beginning late 18th century volunteer fire fighters began wear hats painted company name identify chaotic fire scenes 19th century fire hats became ornate portraits historical figures patriotic scenes allegorical images company icons painted alongside company name motto founding date made pressed felt hats primarily used philadelphia nearby cities baltimore washington adopted well fire hats personal items owner initials often painted top hat hats worn fires colloquially known parade fire companies commonly marched many parades period ornate hats contributed visual culture day distinguishing features company regalia often proclaimed members cultural political identity well position contested topics work religion immigration,"Pennsylvania Fire Company Fire Hat Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration. fabric, pressed felt (overall material) Fire hats Art",2,0.26
ld1-1643399134763-1643399189187-0,Hibernia Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05120', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05121', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05122']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art,beginning late 18th century volunteer fire fighters began wear hats painted company name identify chaotic fire scenes 19th century fire hats became ornate portraits historical figures patriotic scenes allegorical images company icons painted alongside company name motto founding date made pressed felt hats primarily used philadelphia nearby cities baltimore washington adopted well fire hats personal items owner initials often painted top hat hats worn fires colloquially known parade fire companies commonly marched many parades period ornate hats contributed visual culture day distinguishing features company regalia often proclaimed members cultural political identity well position contested topics work religion immigration,"Hibernia Fire Company Fire Hat Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration. painted (overall production method/technique) Fire hats Art",2,0.22
ld1-1643399134763-1643399189176-0,Hand-in Hand Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05097', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05098', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05099']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Hands,beginning late 18th century volunteer fire fighters began wear hats painted company name identify chaotic fire scenes 19th century fire hats became ornate portraits historical figures patriotic scenes allegorical images company icons painted alongside company name motto founding date made pressed felt hats primarily used philadelphia nearby cities baltimore washington adopted well fire hats personal items owner initials often painted top hat hats worn fires colloquially known parade fire companies commonly marched many parades period ornate hats contributed visual culture day distinguishing features company regalia often proclaimed members cultural political identity well position contested topics work religion immigration,"Hand-in Hand Fire Company Fire Hat Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration. painted (overall production method/technique) Fire hats Hands",2,0.34
ld1-1643399134763-1643399189235-0,Western Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05222', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05223']",Gift of CIGNA Museum and Art Collection,1840s,"This fire hat dates to the middle of the 19th century. The hat is painted red overall, with the front of the hat bearing the text “WESTERN / 1840” in gold. The back of the hat has the large initials “WEC” painted in gold. The owner’s initials “D.S.” are painted in gold on the crown of the hat. The Western Fire Engine Company No. 37 was founded on April 7th, 1840 in Philadelphia, Pennsylvania on the corner of 8th Street and Callowhill Street. The Western operated as a hand engine company and acquired a steam fire engine in 1865. It served as a steam fire engine company until 1871 when Philadelphia’s paid firefighting department was established.","fabric, pressed felt (overall material)",Fire hats,Art,fire hat dates middle 19th century hat painted red overall front hat bearing text western 1840 gold back hat large initials wec painted gold owner initials painted gold crown hat western fire engine company 37 founded april 7th 1840 philadelphia pennsylvania corner 8th street callowhill street western operated hand engine company acquired steam fire engine served steam fire engine company 1871 philadelphia paid firefighting department established,"Western Fire Hat This fire hat dates to the middle of the 19th century. The hat is painted red overall, with the front of the hat bearing the text “WESTERN / 1840” in gold. The back of the hat has the large initials “WEC” painted in gold. The owner’s initials “D.S.” are painted in gold on the crown of the hat. The Western Fire Engine Company No. 37 was founded on April 7th, 1840 in Philadelphia, Pennsylvania on the corner of 8th Street and Callowhill Street. The Western operated as a hand engine company and acquired a steam fire engine in 1865. It served as a steam fire engine company until 1871 when Philadelphia’s paid firefighting department was established. fabric, pressed felt (overall material) Fire hats Art",3,0.99
ld1-1726224333315-1726224336214-0,Yellow pillbox hat with bow,https://nmaahc.si.edu/object/nmaahc_2007.3.427,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_427_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_427_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_427_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_427_005']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,A yellow pillbox hat with a matching bow. The top of the crown is flat and circular. The hat is made from yellow velveteen set on the bias and has a buckram interfacing. There is an inverted yellow velvet bow hand sewn to the center front of the hat. There are seven rows of quilting stitches that run the length of the velveteen used to make the bow. The inside of the hat is lined with machine stitched cream silk taffeta. A yellow petersham rayon ribbon is machine stitched to the inner edge of the hat. There is a metal wire at the hat's inner seam hidden by the rayon ribbon. A label is adhered on the center back of the hat that reads [PARIS Gibbé Hat NEW YORK] in red script.,"silk velveteen, silk taffeta, buckram, petersham rayon ribbon, metal wire, and adhesive",Hats,Millinery,yellow pillbox hat matching bow top crown flat circular hat made yellow velveteen set bias buckram interfacing inverted yellow velvet bow hand sewn center front hat seven rows quilting stitches run length velveteen used make bow inside hat lined machine stitched cream silk taffeta yellow petersham rayon ribbon machine stitched inner edge hat metal wire hat inner seam hidden rayon ribbon label adhered center back hat reads paris gibbé hat new york red script,"Yellow pillbox hat with bow A yellow pillbox hat with a matching bow. The top of the crown is flat and circular. The hat is made from yellow velveteen set on the bias and has a buckram interfacing. There is an inverted yellow velvet bow hand sewn to the center front of the hat. There are seven rows of quilting stitches that run the length of the velveteen used to make the bow. The inside of the hat is lined with machine stitched cream silk taffeta. A yellow petersham rayon ribbon is machine stitched to the inner edge of the hat. There is a metal wire at the hat's inner seam hidden by the rayon ribbon. A label is adhered on the center back of the hat that reads [PARIS Gibbé Hat NEW YORK] in red script. silk velveteen, silk taffeta, buckram, petersham rayon ribbon, metal wire, and adhesive Hats Millinery",3,0.89
ld1-1643399134763-1643399189156-0,Fairmount Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05061', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05062']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art,beginning late 18th century volunteer fire fighters began wear hats painted company name identify chaotic fire scenes 19th century fire hats became ornate portraits historical figures patriotic scenes allegorical images company icons painted alongside company name motto founding date made pressed felt hats primarily used philadelphia nearby cities baltimore washington adopted well fire hats personal items owner initials often painted top hat hats worn fires colloquially known parade fire companies commonly marched many parades period ornate hats contributed visual culture day distinguishing features company regalia often proclaimed members cultural political identity well position contested topics work religion immigration,"Fairmount Fire Company Fire Hat Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration. painted (overall production method/technique) Fire hats Art",2,0.22
ld1-1643399134763-1643399189195-0,Monroe Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05138', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05139']",Gift of CIGNA Museum and Art Collection,1860s,"This fire hat was used in Philadelphia, Pennsylvania during the first half of the 19th century. The hat is painted red overall, with a large illustration of a rising golden sun on the front of the hat. There is a black banner on the front with large golden letters that read “MONROE.” The back of the hat has the date “1823” painted in gold on the back of the hat between two patterned lines. The Monroe Fire Engine Company was established in Philadelphia, Pennsylvania on March 8th, 1823, and likely named after President James Monroe, who was in office at the time of its founding. The Monroe operated as a hand engine company until the company acquired a steam fire engine in 1863. It served as a steam fire engine company until 1871 when Philadelphia’s paid firefighting department was established.","fabric, pressed felt (overall material)",Fire hats,Art,fire hat used philadelphia pennsylvania first half 19th century hat painted red overall large illustration rising golden sun front hat black banner front large golden letters read back hat date 1823 painted gold back hat two patterned lines monroe fire engine company established philadelphia pennsylvania march 8th 1823 likely named president james monroe office time founding monroe operated hand engine company company acquired steam fire engine served steam fire engine company 1871 philadelphia paid firefighting department established,"Monroe Fire Company Fire Hat This fire hat was used in Philadelphia, Pennsylvania during the first half of the 19th century. The hat is painted red overall, with a large illustration of a rising golden sun on the front of the hat. There is a black banner on the front with large golden letters that read “MONROE.” The back of the hat has the date “1823” painted in gold on the back of the hat between two patterned lines. The Monroe Fire Engine Company was established in Philadelphia, Pennsylvania on March 8th, 1823, and likely named after President James Monroe, who was in office at the time of its founding. The Monroe operated as a hand engine company until the company acquired a steam fire engine in 1863. It served as a steam fire engine company until 1871 when Philadelphia’s paid firefighting department was established. fabric, pressed felt (overall material) Fire hats Art",3,1.0
ld1-1726224333315-1726224336218-1,Beige felt hat,https://nmaahc.si.edu/object/nmaahc_2007.3.440,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_006']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A beige brushed wool felt hat. The hat is made of one piece of blocked wool felt. The crown of the hat fits closely to the head. The hat is brimless, the edges of the hat are tucked into the interior. Metal wire is whip stitched to the raw edge at the hat's interior. A rayon petersham ribbon is machine stitched to the edge of the hat at the interior. There is a printed label on the interior at the top of the crown that reads [MERRIMAC Merri-Soie], smaller text surrounding this is illegible.","wool felt, mohair, metal wire, and rayon petersham ribbon",Hats,Millinery,beige brushed wool felt hat hat made one piece blocked wool felt crown hat fits closely head hat brimless edges hat tucked interior metal wire whip stitched raw edge hat interior rayon petersham ribbon machine stitched edge hat interior printed label interior top crown reads merrimac smaller text surrounding illegible,"Beige felt hat A beige brushed wool felt hat. The hat is made of one piece of blocked wool felt. The crown of the hat fits closely to the head. The hat is brimless, the edges of the hat are tucked into the interior. Metal wire is whip stitched to the raw edge at the hat's interior. A rayon petersham ribbon is machine stitched to the edge of the hat at the interior. There is a printed label on the interior at the top of the crown that reads [MERRIMAC Merri-Soie], smaller text surrounding this is illegible. wool felt, mohair, metal wire, and rayon petersham ribbon Hats Millinery",3,0.88
ld1-1726224333315-1726224336198-0,Black pillbox hat with veil and pom poms,https://nmaahc.si.edu/object/nmaahc_2007.3.402,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_402_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_402_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_402_003']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1950s,A black pillbox hat with a net veil and pom poms. The body of the hat is made of two separate pieces of black wool felt with the top of the crown stitched along the sides of the crown. Three circular black plastic buttons are sewn to the center front of the hat. Self-fabric fringe synthetic pom poms are attached to the proper left and right sides of the hat. Nylon net is tacked down to the top of the crown at the center back. The hat band at the back of the hat is made of metal wire encased in black wool felt. It is attached to the hat along the sides of the crown. The interior of the hat has black buckram and a petersham ribbon is machine and hand stitched along the inner circumference.,"wool felt, synthetic fiber, nylon net, buckram, petersham rayon ribbon, metal wire, and plastic",Hats,Millinery,black pillbox hat net veil pom poms body hat made two separate pieces black wool felt top crown stitched along sides crown three circular black plastic buttons sewn center front hat fringe synthetic pom poms attached proper left right sides hat nylon net tacked top crown center back hat band back hat made metal wire encased black wool felt attached hat along sides crown interior hat black buckram petersham ribbon machine hand stitched along inner circumference,"Black pillbox hat with veil and pom poms A black pillbox hat with a net veil and pom poms. The body of the hat is made of two separate pieces of black wool felt with the top of the crown stitched along the sides of the crown. Three circular black plastic buttons are sewn to the center front of the hat. Self-fabric fringe synthetic pom poms are attached to the proper left and right sides of the hat. Nylon net is tacked down to the top of the crown at the center back. The hat band at the back of the hat is made of metal wire encased in black wool felt. It is attached to the hat along the sides of the crown. The interior of the hat has black buckram and a petersham ribbon is machine and hand stitched along the inner circumference. wool felt, synthetic fiber, nylon net, buckram, petersham rayon ribbon, metal wire, and plastic Hats Millinery",3,0.86
